search_string,predict_under_code,line_no,similarity,filepath
"//     * @TODO using taskName here is brittle, as a user could override it. //     *       this should probably be modified to use the classname instead.","if ("execon".equals(getTaskName())) { log("!! execon is deprecated. Use apply instead. !!");",298,0.6744186046511628,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/ExecuteOn.java
"//these are pathological cases, but retained in case somebody //subclassed us.","return false; }",447,0.8760330578512396,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/SignJar.java
""/*                 * This is a rather hairy case.                 *                 * One of our subclasses knows that we need to update the                 * archive, but at the same time, there are no resources                 * known to us that would need to be added.  Only the                 * subclass seems to know what's going on.                 *                 * This happens if <jar> detects that the manifest has changed,                 * for example.  The manifest is not part of any resources                 * because of our support for inline <manifest>s.                 *                 * If we invoke createEmptyZip like Ant 1.5.2 did,                 * we'll loose all stuff that has been in the original                 * archive (bugzilla report 17780).                 */"","return new ArchiveState(true, initialResources); }",1030,0.10126582278481013,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/Zip.java
"// This is deprecated - use classespath in the future","String[] sP = getSourcespath().list(); for (int i = 0; i < sP.length; i++) {",614,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/optional/jdepend/JDependTask.java
"//XXX  this array stuff is a remnant of prev trials.. gotta remove.","args[j++] = "-d"; args[j++] = destinationDirectory.getAbsolutePath().trim();",149,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/optional/jsp/WLJspc.java
""/**     * Set the number of milliseconds leeway to give before deciding a     * target is out of date.     * TODO: This is not yet used.     * @param granularity the granularity used to decide if a target is out of     *                    date.     */"","public void setGranularity(long granularity) { this.granularity = granularity;",120,0.484304932735426,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/CopyPath.java
"// This may change, if we add advanced parsing capabilities.","parseStandardOutput(reader); }",157,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/JikesOutputParser.java
"// We assume, that every output, jikes does, stands for an error/warning // XXX // Is this correct?","// TODO: // A warning line, that shows code, which contains a variable",123,0.8531468531468531,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/JikesOutputParser.java
"// The line below is a hack: the system id must an URI, but it is not // cleat to get the URI of an resource, so just set the name of the // resource as a system id","src.setSystemId(resourceToURI(resource)); return src;",266,0.5921787709497207,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/optional/TraXLiaison.java
"// XXX what is the following doing? //     should it run if !javadoc4 && executable != null?","if (javadoc4 && sourceFileName.indexOf(" ") > -1) { String name = sourceFileName;",2028,0.5742574257425742,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/Javadoc.java
"// MAC OS 9 and previous //TODO: I have no idea how to get it, someone must fix it","return null; }",245,0.4578313253012048,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/Execute.java
"//TODO: nothing appears to read this but is set using a public setter.","private boolean spawn = false; ",67,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/Execute.java
"// XXX - we are committing CombiningChar and Extender here","if (!Character.isLetterOrDigit(c) && c != '.' && c != '-' && c != '_' && c != ':') {",422,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/AntStructure.java
""/*                 * XXX - failed to load the class properly.                 *                 * should we print a warning here?                 */"","return; }",277,0.6666666666666666,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/AntStructure.java
"// XXX could perhaps also call thread.stop(); not sure if anyone cares","throw e; } catch (Throwable e) {",191,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/ExecuteJava.java
""/**         * XXX         * Perhaps we shouldn't use properties for these         * three options (emacs mode, warnings and pedantic),         * but include it in the javac directive?         */"","* Jikes has the nice feature to print error * messages in a form readable by emacs, so",137,0.47337278106508873,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/compilers/Jikes.java
"// XXX maybe use reflection to addPathElement (other patterns ?)","if (obj != null && !(obj instanceof AntClassLoader)) { log("Referenced object is not an AntClassLoader",",180,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/Classloader.java
"// TODO there is a problem with the constructor for the RBC. // you have to provide the rules in the constructors - no setters // available.","throw new BuildException("RuleBasedCollator not yet supported."); // Have to think about lazy initialization here...  JHM",359,0.6012269938650306,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/types/selectors/modifiedselector/ModifiedSelector.java
"// probably not the best choice, but it solves the problem of // relative paths in CLASSPATH","path = path.replace('\\', '/'); CharacterIterator iter = new StringCharacterIterator(path);",1092,0.3111111111111111,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/proposal/embed/src/java/org/apache/tools/ant/helper/ProjectHelperImpl2.java
"// Fix for invalid characters. If you think of more add to the list.","StringBuffer modifiedClassName = new StringBuffer(className.length()); // first char is more restrictive than the rest",83,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/optional/jsp/JspNameMangler.java
""/*             * fallback in case we have trouble loading the class or             * don't know how to handle it (there is no easy way to             * know what IDL mode would generate.             *             * This is supposed to make Ant always recompile the             * class, as a file of that name should not exist.             */"","String[] target = new String[] {name + ".tmp." + RAND.nextLong()}; ",337,0.36,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/rmic/DefaultRmicAdapter.java
"// Check it out; also ugly.","// Change the item to be checked out to a StarTeam File. com.starbase.starteam.File remote = (com.starbase.starteam.File) item;",561,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/optional/scm/AntStarTeamCheckOut.java
"//I can't get my head around this; is encoding treatment needed here?","return //new oata.util.ReaderInputStream(new InputStreamReader(",156,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/types/resources/StringResource.java
"//quick & dirty, to make nested mapped p-sets work:","for (Enumeration e = setRefs.elements(); e.hasMoreElements();) { PropertySet set = (PropertySet) e.nextElement();",287,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/types/PropertySet.java
"// XXX is this code still necessary? is there any 1.2+ port? // Pull in *.zip from packages directory","FileSet msZipFiles = new FileSet(); msZipFiles.setDir(new File(System.getProperty("java.home")",587,0.7424242424242424,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/types/Path.java
"// only: the developer knows what (s)he is doing","result.addExisting(p, true); ",542,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/types/Path.java
"// XXX Unfortunately JDK1.2 adds entrySet(), keySet(), values() - // implementing this requires a small hack, we can add it later.","None",None,None,None
"// first: developer could use a little help","result.addExisting(p, true); result.addExisting(this);",546,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/types/Path.java
"// XXX     should we silently catch possible exceptions and try to //         load a different implementation?","Throwable cause = null; ",70,0.7703703703703704,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/util/regexp/RegexpMatcherFactory.java
"// since Java 1.4 //return normalizedPath.split("/"); // workaround for Java 1.2-1.3","Object[] tokens = StringUtils.split(normalizedPath, '/').toArray(); String[] rv = new String[tokens.length];",1456,0.3181818181818182,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/util/FileUtils.java
"// HAMMER // end inline mainGTU","fmap[j] = v; }",1578,0.8181818181818182,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/bzip2/CBZip2OutputStream.java
""/**     * This array really shouldn't be here.     * Again, for historical purposes it is.     *     * <p>FIXME: This array should be in a private or package private     * location, since it could be modified by malicious code.</p>     */"","int[] rNums = { 619, 720, 127, 481, 931, 816, 813, 233, 566, 247,",49,0.3047619047619048,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/bzip2/BZip2Constants.java
"// Should move to a separate public class - and have API to add // listeners, etc.","private static class AntRefTable extends Hashtable { ",2312,0.8620689655172413,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/Project.java
"// "" should become a single empty argument, same for '' // PR 5906","s = Commandline.translateCommandline("\"\" a"); assertEquals("Doublequoted null arg prepend", 2, s.length);",81,0.92,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/tests/junit/org/apache/tools/ant/types/CommandlineTest.java
"// not very nice but will do the job","fail("process interrupted in thread"); }",133,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/tests/junit/org/apache/tools/ant/taskdefs/ExecuteWatchdogTest.java
"// provide public visibility","public String resolveFile(String file) { return super.resolveFile(file);",781,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/tests/junit/org/apache/tools/ant/taskdefs/optional/net/FTPTest.java
"// not used, but public so theoretically must remain for BC?","public void assertEqualContent(File expect, File result) throws AssertionFailedError, IOException {",190,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/tests/junit/org/apache/tools/ant/taskdefs/FixCrLfTest.java
"// super.validateAttributes(); // don't want to call this method","if (propertyFile != null) { properties = getProperties(propertyFile);",476,0.5454545454545454,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/Replace.java
"// XXX what is this for?","} ",103,0.7916666666666666,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/tests/junit/org/apache/tools/ant/taskdefs/InputTest.java
"// We keep this, so we have something to delete in later tests :-)","} ",61,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/tests/junit/org/apache/tools/ant/taskdefs/CopydirTest.java
"// *************  copied from ConcatTest  *************","// ------------------------------------------------------ //   Helper methods - should be in BuildFileTest",178,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/tests/junit/org/apache/tools/ant/taskdefs/StyleTest.java
"// not sure whether this is clean, but this method is // declared not to throw exceptions.","throw new IllegalStateException("Could not convert URI to path: " + exc.getMessage());",216,0.7350427350427351,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/launch/Locator.java
"// We just set the prefix for this fileset, and pass it up. // Do we need to do this? LH","fs.setPrefix("META-INF/"); super.addFileset(fs);",360,0.8173913043478261,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/Jar.java
"//why do we do nothing?","/** * Implement the UserInfo interface (noop).",184,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/optional/ssh/SSHUserInfo.java
"// // We have to deal with assembly!!! // The programmer can be writing little 32 byte chunks for all // we know, and we must assemble complete records for writing. // REVIEW Maybe this should be in TarBuffer? Could that help to // eliminate some of the buffer copying. //","if (this.assemLen > 0) { if ((this.assemLen + numToWrite) >= this.recordBuf.length) {",285,0.23107569721115537,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/tar/TarOutputStream.java
"// This is the new, better way - use classespath instead // of sourcespath.  The code is currently the same - you // need class files in a directory to use this or jar files.","String[] cP = getClassespath().list(); for (int i = 0; i < cP.length; i++) {",474,0.4972972972972973,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/optional/jdepend/JDependTask.java
"// XXX - why not simply new File(dir, filename)?","File file = getProject().resolveFile(new File(dir, filename).getPath()); ",1967,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/optional/net/FTP.java
"// This is ugly; checking for the root folder.","Folder f = v.getRootFolder(); ",324,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/optional/scm/AntStarTeamCheckOut.java
"//TODO: Parameterise ?? //Call compiler as class... dont want to fork again //Use classic compiler -- can be parameterised?","args[j++] =  "-compilerclass"; args[j++] = "sun.tools.javac.Main";",155,0.581081081081081,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/optional/jsp/WLJspc.java
"//XXX // All this to get package according to weblogic standards // Can be written better... this is too hacky! // Careful.. similar code in scanDir , but slightly different!!","String filename = (String) filesToDo.elementAt(i); jspFile = new File(filename);",170,0.5025641025641026,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/optional/jsp/WLJspc.java
"//stolen from writeManifest","super.zipFile(service.getAsStream(), zOut, "META-INF/service/" + service.getType(),",398,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/Jar.java
""/* If the jarfile already exists then whack it and recreate it.             * Should probably think of a more elegant way to handle this             * so that in case of errors we don't leave people worse off             * than when we started =)             */"","if (jarfile.exists()) { jarfile.delete();",774,0.4642857142857143,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/optional/ejb/GenericDeploymentTool.java
"// XXX is the following really necessary? it is in the same thread group...","project.registerThreadTask(thread, currentThreadTask); // if we run into a timeout, the run-away thread shall not",157,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/ExecuteJava.java
"// we have to find a cleaner way to put this output","} ",610,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/optional/jdepend/JDependTask.java
"// This is the old way and is deprecated - classespath is // the right way to do this and is above","String[] sP = getSourcespath().list(); for (int i = 0; i < sP.length; i++) {",503,0.7479674796747967,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/optional/jdepend/JDependTask.java
"// For Script example that modifies id'ed tasks in other // targets to work. *very* Ugly // The reference is replaced by RuntimeConfigurable","this.getOwningTarget().replaceChild(this, (Task)realThing); }",153,0.5521472392638037,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/proposal/embed/src/java/org/apache/tools/ant/UnknownElement2.java
"// don't call super.close() because that reader is used // on other places ...","if (appendReader != null) { ch = appendReader.read();",114,0.8392857142857143,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/filters/ConcatFilter.java
"// report error if something weird happens...this is diagnostic.","if (error != null) { out.println("Error while running org.apache.env.Which");",435,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/Diagnostics.java
"// sorry - otherwise we will get a ClassCastException because the MockCache // is loaded by two different classloader ...","sel.setClassLoader(this.getClass().getClassLoader()); sel.addClasspath(testclasses);",256,0.7710843373493976,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/tests/junit/org/apache/tools/ant/types/selectors/ModifiedSelectorTest.java
"// ***HACK*** We ask the VM to create an instance // by voluntarily providing illegal arguments to force // the VM to run the class' static initializer, while // at the same time not running a valid constructor.","final Constructor[] cons = theClass.getDeclaredConstructors(); //At least one constructor is guaranteed to be there, but check anyway.",583,0.37383177570093457,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/AntClassLoader.java
"// Singleton for now, it may change ( per/classloader )","return singleton; }",99,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/proposal/embed/src/java/org/apache/tools/ant/ProjectComponentHelper.java
"// XXX - shouldn't this always return false in isolated mode?","boolean useParentFirst = parentFirst; ",851,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/AntClassLoader.java
"//TO DO : delete the file if it is not a valid file.","String msg = "Exception while calling " + VERIFY + " Details: " + e.toString();",349,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/optional/ejb/BorlandDeploymentTool.java
""/** * TODO: * comment field doesn't include all options yet */"","* Performs a ClearCase Unlock command. *",28,0.8602150537634409,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/optional/clearcase/CCUnlock.java
""/**     * This method checks the timestamp on each file listed in the <code>     * ejbFiles</code> and compares them to the timestamp on the <code>jarFile     * </code>.  If the <code>jarFile</code>'s timestamp is more recent than     * each EJB file, <code>true</code> is returned.  Otherwise, <code>false     * </code> is returned.     * TODO: find a way to check the manifest-file, that is found by naming convention     *     * @param ejbFiles Hashtable of EJB classes (and other) files that will be     *                 added to the completed JAR file     * @param jarFile  JAR file which will contain all of the EJB classes (and     *                 other) files     * @return         boolean indicating whether or not the <code>jarFile</code>     *                 is up to date     */"","public boolean hasFilesets() { return fileSets.size() > 0;",243,0.05163511187607573,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/optional/dotnet/DotnetResource.java
"// Have to think about lazy initialization here...  JHM // comparator = new java.text.RuleBasedCollator();","} else { if (comparatorClass != null) {",363,0.6666666666666666,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/types/selectors/modifiedselector/ModifiedSelector.java
"//TODO no methods yet for getClassname //TODO no method for newInstance using a reverse-classloader","None",None,None,None
""/*     * The displayName variable stores the value of the ""display-name"" element     * from the standard EJB descriptor.  As a future enhancement to this task,     * we may determine the name of the EJB JAR file using this display-name,     * but this has not be implemented yet.     */"","private String  displayName; ",103,0.43109540636042404,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/optional/ejb/IPlanetDeploymentTool.java
