search_string,predict_under_code,line_no,similarity,filepath
"// TODO (@author fdietz): Add more special entities - e.g. accenture chars such as ?","/** Special entities recognized by restore special entities */",108,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/mail/src/main/java/org/columba/mail/parser/text/HtmlParser.java
"// TODO (@author waffel): encrypt AND sign dosN#t work. The message is // always only // encrypted. We need a function that knows, here // is an encrypted AND signed Message. Thus first encyrpt and then // verifySign the message // if this message is signed/encrypted we have to use // GnuPG to extract the decrypted bodypart // - multipart/encrypted // - multipart/signed","MimeType firstPartMimeType = mimePartTree.getRootMimeNode().getHeader()",126,0.31978319783197834,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/mail/src/main/java/org/columba/mail/gui/message/filter/PGPMessageFilter.java
""/**     * Transforms urls into HTML just as substituteURL(String),     * but tries to ignore urls, which are already links, if the ignore     * links flag is set.     * <br>     * This extended functionality is necessary when parsing a text which     * is already (partly) html.     * <br>     * FIXME: Can this be done smarter, i.e. directly with reg. expr. without manual parsing??     *     * @param         s                                input text     * @param        ignoreLinks                if true link tags are ignored. This gives a     *                                                         wrong result if some urls are already links     *                                                         (but uses reg. expr. directly, and is     *                                                         therefore faster)     * @return        text with urls     */"","* @return        text with email-adresses transformed to links",607,0.06967213114754098,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/mail/src/main/java/org/columba/mail/parser/text/HtmlParser.java
"// TODO @author fdietz: ensure that we don't fetch individual // headers // to reduce client/server roundtrips","String title = (String) folder.getAttribute(messageId,",419,0.7123287671232876,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/mail/src/main/java/org/columba/mail/search/MailSearchProvider.java
"// ??? bad to have release hardocoded here. Fix later...right.","private static Point _location = new Point(100, 100);",89,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/mail/src/main/java/org/columba/mail/spellcheck/cswilly/ValidationDialog.java
"//TODO: Open stream from the mime part specified by contentID of the  //currently viewed mail","return null;",46,0.8444444444444444,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/mail/src/main/java/org/columba/mail/url/cid/CidURLConnection.java
"// something is very wrong here","JOptionPane.showMessageDialog(null,",145,0.7878787878787878,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/main/ColumbaServer.java
"// its maybe better to leave this option out of the dialog // -> make it configurable in the xml file anyway","* builder.append(quotedColorCheckBox, quotedColorButton);",365,0.7014925373134329,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/mail/src/main/java/org/columba/mail/gui/config/general/MailOptionsDialog.java
"// TODO: Make this hack more i18n compatible","if (commandLine.hasOption("version")) {",355,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/main/Bootstrap.java
"/*TODO move resources to a resource file */","private static final String",66,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/gui/scripting/ScriptManager.java
"// TODO: use UndoableEditEvent to make this really work","return true;",96,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/gui/util/CTextField.java
"// TODO: Should we take some action to ensure signature is valid // html?","buf.append(signature);",327,0.9380530973451328,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/mail/src/main/java/org/columba/mail/composer/MessageComposer.java
"/* XXX should this be fired by a different thread? */","List listeners = getListeners(event.getEventId());",98,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/scripting/extensions/ExtensionEventBus.java
"//TODO:add a configuration of the cache size","private StreamCache cache;",36,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/mail/src/main/java/org/columba/mail/folder/imap/IMAPCache.java
""/**	 * Command executes the search.	 * <p>	 * In case new result results arrive, it ensures that all interested	 * listeners are notified from inside the EDT.	 * <p>	 * FIXME: fdietz: No locking of folders currently implemented! TODO: fdietz:	 * create new Command for every provider to introduce real ""parallel"" search	 * 	 * @author fdietz	 */"","public interface IFolderItem extends IDefaultItem{",24,0.09180327868852459,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/mail-api/src/main/java/org/columba/mail/config/IFolderItem.java
"/*XXX this is not thread-safe, though luck. It isn't supposed to be. */","for (Iterator it = interpreters.entrySet().iterator(); it.hasNext();)",90,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/scripting/interpreter/InterpreterManager.java
"// TODO (@author fdietz): move this to AbstractMessageFolder constructor","// create filterlist datastructure",111,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/mail/src/main/java/org/columba/mail/folder/AbstractLocalFolder.java
"//TODO: Should this be renamed to cLoc or something more appropriate than clock?","/**",163,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/print/cPrintVariable.java
""/*         * TODO (@author karlpeder): Guess that right thing to do is to get height as getDrawingSize().getHeight(),         * since this should take top- and bottom margin of this print         * object into account. But the height seems not to be set         * correctly in computePositionAndSize() (*20030604, karlpeder*)         */"","// set size of mPane according to the available width",133,0.5321637426900585,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/print/cHTMLPart.java
"// we can't use SystemClassLoader here, because that // wouldn't work with java webstart, // ResourceBundle uses its own internal classloader // if no classloader is given //  -> set classloader = null","* classLoader = ClassLoader.getSystemClassLoader();",174,0.4225352112676056,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/resourceloader/GlobalResourceLoader.java
"//  // Note: We intentionally don't remember internal plugins, because // we don't want them to appear in the plugin manager currently. //  // TODO: improve plugin manager dialog to support internal plugins // which can't be removed, etc.","// remember plugin metadata",302,0.453125,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/plugin/PluginManager.java
"// FIXME calendar?","IEventInfo eventInfo = new EventInfo(model.getId(), "", model);",90,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/calendar/src/main/java/org/columba/calendar/ui/action/NewAppointmentAction.java
"// TODO @author hubms have this flags, until the speed of the entitymanager // is improved","public static boolean ENABLE_TAGS = false;",71,0.9130434782608695,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/main/Bootstrap.java
"// cleanup: remove port number file","SessionController.serializePortNumber(-1);",105,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/main/ColumbaServer.java
"// TODO: There's probably a better way to do this hack...","path = commandLine.getArgList().toString();",368,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/main/Bootstrap.java
""/*TODO before inserting, find out if there's already a menu item     * with the same action command. if so, replace it, otherwise insert new     */"","None",None,None,None
"// TODO (@author fdietz): add import feature","/*",346,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/gui/profiles/ProfileManagerDialog.java
"// TODO (@author hubms): implement custom menuitem renderer","JMenuItem item = new JMenuItem(GlobalResourceLoader.getString("org.columba.core.i18n.dialog",",48,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/gui/tagging/TaggingMenu.java
"// TODO @author fdietz: no paging used currently // show only first 5 results","manager.executeSearch(searchTerm, providerName, criteriaName,",203,0.780952380952381,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/gui/search/SearchPanel.java
"// real stupid recreation of whole menu model","private void updateMenu() {",128,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/gui/tagging/TaggingMenu.java
"// TODO: throw IllegalArgumentException in case a variable == null","boolean foundMatch = false;",50,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/contact/src/main/java/org/columba/addressbook/model/AddressModel.java
"//TODO (@author fdietz): associate help with button and root pane","buttonPanel.add(helpButton);",131,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/gui/base/InfoViewerDialog.java
"// FIXME -- This will most likely not work. //          You want the element removed if the contents are the same //          Not just if the element reference is the same.","if (child == e) {",239,0.44025157232704404,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core-api/src/main/java/org/columba/core/xml/XmlElement.java
"// // @author: fdietz // using shutdown-manager is wrong here, because this // automatically also calls the FrameManager, which  // also starts a second shutdown thread // -> This leads into two parallel shutdown thread which // -> is why sometimes config-files, etc. get messed up //","// This is a workaround. Generally, the contact dialog editor",61,0.12648221343873517,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/contact/src/main/java/org/columba/addressbook/model/ContactModelFactory.java
"// @author fdietz: hackish way of creating a search toolbar //JToolBar searchToolBar = new ExtendableToolBar();","SearchBar searchBar = new SearchBar(mediator.getSearchPanel(), mediator);",775,0.6802721088435374,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/gui/frame/DefaultContainer.java
""/** * A Command uses the information provided from {@link DefaultCommandReference} * to execute itself. * <p> * TODO: remove IFrameMediator dependency *  * @author Timo Stich <tstich@users.sourceforge.net> */"","public class CloneStreamMaster {",33,0.41228070175438597,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/io/CloneStreamMaster.java
"// manually rewrite the connection url, because // if there is no rewrite the database files are created // in the starting directory, we don't want that!","HashMap<String, String> map = new HashMap<String, String>();",202,0.48520710059171596,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/association/AssociationStore.java
"// TODO: fix updateActions //enableActions(getCurrentOwner());","* enable/disable actions",134,0.5679012345679012,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/contact/src/main/java/org/columba/addressbook/gui/focus/FocusManager.java
"// TODO: @author hubms check what is neccessary // remove old filters // searchFolder.getFilter().getFilterRule().removeAll(); // add filter criteria // searchFolder.getFilter().getFilterRule().add(c);","createSubMenu();",78,0.12371134020618557,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/contact/src/main/java/org/columba/addressbook/gui/action/TagContactMenu.java
"//TODO Let the AttachmentViewer get the focus so that this works","addKeyListener( new KeyListener() {",72,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/mail/src/main/java/org/columba/mail/gui/composer/AttachmentView.java
"//TODO: Open in message frame //TODO: Handle also message attachments from OpenInComposer action","} else if( mimePart instanceof LocalMimePart && ((LocalMimePart)mimePart).getBody() instanceof FileSource){",33,0.45871559633027525,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/mail/src/main/java/org/columba/mail/gui/composer/OpenAttachmentAction.java
"// TODO (@author fdietz): add central place, which keeps a list of all possible //       colors, and provides a custom color configuration possibility","public static String[] items = {",50,0.7021276595744681,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/mail/src/main/java/org/columba/mail/gui/table/action/ColorMessageMenu.java
"// TODO (@author fdietz): implement custom menuitem renderer","JMenuItem item = new JMenuItem(MailResourceLoader.getString("dialog",",77,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/mail/src/main/java/org/columba/mail/gui/table/action/ColorMessageMenu.java
"// FIXME (@author fdietz): Do we need this implementation in a TempFolder? // If not, just put an empty method here, just like in VirtualFolder.","public void innerCopy(IMailbox destFolder, Object[] uids)",192,0.6885245901639344,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/mail/src/main/java/org/columba/mail/folder/temp/TempFolder.java
"// TODO Ristretto should handle the logging of streams in another // way.","RistrettoLogger.setLogStream(System.out);",107,0.9482758620689655,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/logging/Logging.java
"// TODO (@author fdietz): All this code for creating a new // IMAPRootFolder should // be moved to a FolderFactory // -> this way "path" would be handled in the factory, too // parent directory for mail folders // for example: ".columba/mail/" // String path = // MailConfig.getInstance().getConfigDirectory().getPath();",".getService(",147,0.0975609756097561,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/contact/src/main/java/org/columba/contact/gui/box/ContactBox.java
"// turn of focus stealing (workaround should be removed in the // future!)","browser.setFocusable(false);",51,0.9122807017543859,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/gui/htmlviewer/JDICHTMLViewerPlugin.java
"// wait, if there is an active transaction // TODO @author hubms retrycount!","while (tx.isActive())",103,0.7070707070707071,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/association/AssociationStore.java
""/**	 * this regular expression should cover anything from a@a.pt or a@a.com to	 * a@a.info. Permits usage of invalid top domains though.	 * <p>	 * [bug] fdietz: added ""."" and ""-"" as regular characters	 * (example:mail@toplevel.mail.de)	 * <p>	 * TODO: see if we can replace the matching code with Ristretto stuff	 *	 */"","* [bug] fdietz: added "." and "-" as regular characters",80,0.3701492537313433,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/mail/src/main/java/org/columba/mail/gui/composer/ComposerModel.java
"// @author: fdietz // This is a workaround. Generally, the contact dialog editor // should ensure that all necessary fields are available //","// fall-back to formatted name",61,0.23880597014925373,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/contact/src/main/java/org/columba/addressbook/model/ContactModelFactory.java
"// TODO: replace view with more detailed info view","public class ContactContextualProvider implements",21,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/contact/src/main/java/org/columba/addressbook/gui/context/ContactContextualProvider.java
"// TODO we should check if we need an vector or better another list // implementation; checking also, if the list // must be syncronized or not (performance)","this.list = new Vector<Runnable>();",60,0.5869565217391305,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/backgroundtask/BackgroundTaskManager.java
"// FIXME is this correct for","// every year?",90,0.5411764705882353,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/calendar/src/main/java/org/columba/calendar/ui/calendar/MainCalendarController.java
"//TODO externalize string //$NON-NLS-1$","return new String("Columba File Filter"); //$NON-NLS-1$",74,0.7796610169491526,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/base/cFileFilter.java
"// TODO: multiplicity checks","public class StructureValue implements IStructureValue {",17,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/context/base/StructureValue.java
"// TODO (@author fdietz): until we can get all the settings update // immediately // we just open a message box, telling the user to restart","if (restartRequired) {",481,0.6470588235294118,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/gui/config/GeneralOptionsDialog.java
"// TODO: real IM status here","label8.setText(NOT_AVAIL);",144,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/contact/src/main/java/org/columba/addressbook/gui/context/ContactDetailPanel.java
"// FIXME: should we align the menu to the left instead? // menu.show(b, b.getWidth() - menu.getWidth(), b.getHeight());","if ((sizePolicy == VERTICAL) || (sizePolicy == BOTH)) {",209,0.23931623931623933,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/print/cPrintObject.java
"// @author: tstich // Its better to call the Shutdownmanager // since the above is called automatically from it. // ShutdownManager is modified to allow one shutdown // call only, so we never should have multi-shutdown // problems again.","ShutdownManager.getInstance().shutdown(0);",69,0.14883720930232558,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/gui/globalactions/ExitAction.java
"/* TODO should come up with a better name for the menu item */","private static final String RES_MENU_ITEM = "Macros";",33,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/gui/globalactions/BeanshellManagerAction.java
"// TODO (@author fdietz): add export feature","}",362,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/gui/profiles/ProfileManagerDialog.java
"// Since Columba is doing its own logging handlers, we should not // use handlers in the parent logger.","LOG.setUseParentHandlers(false);",83,0.7769784172661871,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/logging/Logging.java
"// The JavaHelp can't be added to a BorderLayout because it // isnt' a component. For this demo we'll use the embeded method // since we don't want a Frame to be created.","hb = hs.createHelpBroker();",90,0.5240641711229946,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/help/HelpManager.java
"// @author: fdietz // // PROBLEM: Extensions don't run using Java Webstart (JWS) //  // Even though we assign "all-permission" in our columba.jnlp file, this // only applies // to the initial Java Webstart classloader. But, we create our own // classloaders for // loading extensions. These classloaders don't have the same permission // settings anymore.","// This is a workaround. Generally, the contact dialog editor",61,0.10158730158730159,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/contact/src/main/java/org/columba/addressbook/model/ContactModelFactory.java
"// what to do here? we could start a new server...","}",98,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/main/ColumbaServer.java
"// WORKAROUND: //  // System.setSecurityManager(null); // // This call effectly disables the sandbox mode and seems to work fine. // // Below I use another way. The policy for all classloaders is set to // "all-permissions". // Don't really know the difference though.","// we simply append URLs to the existing global class loader",230,0.1092436974789916,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/plugin/Extension.java
"// For the Mac ScreenBarMenus to work, this must be declared before // *ANY* AWT / Swing gets initialised. Do *NOT* move it to plugin init // location because that is too late...","if (OSInfo.isMac()) {",84,0.5544554455445545,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/main/Bootstrap.java
"// kids - don't do this at home","try {",43,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/main/MainClassLoader.java
"// @author: fdietz // // The following line is not working - just don't know why // Main.mainClassLoader.addURLs((URL[]) urlList.toArray(new URL[0])); // // WORKAROUND: // // Modify the system class loader instead - horrible! But it works!","// This is a workaround. Generally, the contact dialog editor",61,0.14545454545454545,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/contact/src/main/java/org/columba/addressbook/model/ContactModelFactory.java
"// // @author: fdietz // WORKAROUND: // we simply append URLs to the existing global class loader // and use the same as parent //  // Note, that we create a new URL classloader for every class // we instanciate. We might want to support hot-swapping // of changed classes later.","// This is a workaround. Generally, the contact dialog editor",61,0.13114754098360656,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/contact/src/main/java/org/columba/addressbook/model/ContactModelFactory.java
"// we can't use SystemClassLoader here, because that doesn't work // with java webstart // -> instead we use this.getClass().getClassLoader() // -> which seems to work perfectly","* protected static ClassLoader loader = ClassLoader.getSystemClassLoader();",38,0.5410628019323671,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/plugin/DefaultPluginLoader.java
"// TODO (@author karlpeder): If existing meta tags are to be kept, code changes are // necessary","key = "Content-Type"; // X-Attachments header is",319,0.24175824175824176,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.columba.mail.EudoraMailImportFilter/src/org/columba/mail/EudoraMailImportFilter.java
"/* TODO create exception for this */","throw new RuntimeException("Could not retrieve default menu bar");",69,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/scripting/extensions/MenuExtensionPoint.java
"// TODO (@author javaprog): better exception handling","}",163,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/shutdown/ShutdownManager.java
"// TODO (@author fdietz): fix account info panel check","/*",487,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/mail/src/main/java/org/columba/mail/gui/composer/ComposerController.java
"// TODO (@author fdietz): move this to AbstractMessageFolder constructor // create filterlist datastructure","HeaderfieldFilter filter = new HeaderfieldFilter();",65,0.25688073394495414,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/mail/src/test/java/org/columba/mail/filter/plugins/HeaderfieldFilterTest.java
"// TODO: @author fdietz replace with regular expression","int index = s.lastIndexOf('/');",26,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/contact/src/main/java/org/columba/addressbook/facade/DialogFacade.java
"// TODO implement me!","return null;",98,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/contact/src/main/java/org/columba/addressbook/parser/ParserUtil.java
"//TODO (@author fdietz): implement","}",40,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/gui/globalactions/FindAgainAction.java
"// TODO implement validation","return true;",232,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/core/src/main/java/org/columba/core/context/base/StructureValue.java
