search_string,predict_under_code,line_no,similarity,filepath
"//  Delete data?   Fail if table doesn't exist?   Need results back?","None",None,None,None
"//  TODO: This does not work correctly. None of the partitions is created, but the folder   for the first two is created. It is because in HiveMetaStore.add_partitions_core when   going through the partitions, the first two are already put and started in the thread   pool when the exception occurs in the third one.   When the exception occurs, we go to the finally part, but the map can be empty   (it depends on the progress of the other threads) so the folders won't be deleted.   Assert.assertTrue(metaStore.isPathExists(new Path(partition1.getSd().getLocation())));   Assert.assertTrue(metaStore.isPathExists(new Path(partition2.getSd().getLocation())));   Assert.assertTrue(metaStore.isPathExists(new Path(partition3.getSd().getLocation())));","too long.",0,0,0
"//  Note: we assume that this isn't an already malformed query;         we don't check for that here - it will fail later anyway.","// First, we find the SELECT closest to the top.",402,0.6933333333333334,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/parse/ParseUtils.java
"//  TODO - not clear if we should cache these or not.  For now, don't bother","@Override",2202,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/standalone-metastore/src/main/java/org/apache/hadoop/hive/metastore/cache/CachedStore.java
"//  TODO: this needs to be removed; see TestReplicationScenarios* comments.","HIVE_IN_TEST_REPL("hive.in.repl.test", false, "internal usage only, true in replication test mode", true),",582,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/common/src/java/org/apache/hadoop/hive/conf/HiveConf.java
"// BUG: This will not work in remote mode - HIVE-5153","String currDb = SessionState.get().getCurrentDatabase();",892,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/cli/src/java/org/apache/hadoop/hive/cli/CliDriver.java
"//  TODO Change this method to make the output easier to parse (parse programmatically)","Set<String> result = new LinkedHashSet<>();",231,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/TaskExecutorService.java
"//  TODO: remove?","RowIndex[] getRowIndexes();",32,0.3684210526315789,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/llap-server/src/java/org/apache/hadoop/hive/llap/io/metadata/ConsumerStripeMetadata.java
"//  Wouldn't it make more sense to return the first element of the list returned by the   previous call?","return new Partition();",3917,0.9150326797385621,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/standalone-metastore/src/main/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java
"//  a better logic would be to find the alias","theMRInput = (MRInputLegacy) inp.getValue();",518,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/exec/tez/MapRecordProcessor.java
"//  we need to enforce the size here even the types are the same","return valuesReader.readBytes().getBytesUnsafe();",106,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/io/parquet/vector/ParquetDataColumnReaderFactory.java
"//  This method may not be safe as it can throw an NPE if a key or value is null.","return Maps.fromProperties(properties);",725,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/hcatalog/core/src/main/java/org/apache/hive/hcatalog/common/HCatUtil.java
"//  TODO: this is an ugly hack because Tez plugin isolation does not make sense for LLAP plugins.         We are going to register a thread-local here for now, so that the scheduler, initializing         in the same thread after the communicator, will pick up. Or the other way around.","too long.",0,0,0
"//  TODO MS-SPLIT uncomment once we move EventMessage over","@Test",520,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/standalone-metastore/src/test/java/org/apache/hadoop/hive/metastore/TestObjectStore.java
"//  Follow hive's rules for type inference as oppose to Calcite's   for return type.  TODO: Perhaps we should do this for all functions, not just +,-","case "-":",565,0.6206896551724138,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/SqlFunctionConverter.java
"//  TODO: [HIVE-6289] while getting stats from metastore, we currently only get one col at         a time; this could be improved - get all necessary columns in advance, then use local.   TODO: [HIVE-6292] aggregations could be done directly in metastore. Hive over MySQL!","too long.",0,0,0
"//  TODO: see planIndexReading; this is not needed here.","private static boolean hadBadBloomFilters(TypeDescription.Category category,",2099,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/io/orc/encoded/EncodedReaderImpl.java
"//  TODO: why is it stored in both table and dpCtx?","int numBuckets = (conf.getTable() != null) ? conf.getTable().getNumBuckets()",1382,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/exec/FileSinkOperator.java
"//  TODO: Use threadpool for more concurrency?   TODO: check/set all files, or only directories","checkAndSetFileOwnerPermissions(fs, subFile, userName, groupName, dirPerms, filePerms, dryRun, recurse);",893,0.6610169491525424,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/util/HiveStrictManagedMigration.java
"//  TODO HIVE-15865 Handle additional reasons like OS launch failed","sb.append("\tFAILED container: ");",516,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/llap-server/src/java/org/apache/hadoop/hive/llap/cli/LlapStatusServiceDriver.java
"//  TODO: 1) handle Agg Func Name translation 2) is it correct to add func","// args as child of func?",230,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/SqlFunctionConverter.java
"//  TODO: Both of these are TException, why do we need these separate clauses?","if (e instanceof MetaException) {",5953,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/standalone-metastore/src/main/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java
"//  TODO: if two HS2s start at exactly the same time, which could happen during a coordinated         restart, they could start generating the same IDs. Should we store the startTime","//       somewhere like ZK? Try to randomize it a bit for now...",91,0.6909090909090909,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/llap-client/src/java/org/apache/hadoop/hive/llap/coordinator/LlapCoordinator.java
"//  TODO: given the specific data and lookups, perhaps the nested thing should not be a map         In fact, CSLM has slow single-threaded operation, and one file is probably often read         by just one (or few) threads, so a much more simple DS with locking might be better.         Let's use CSLM for now, since it's available.","too long.",0,0,0
"//  TODO Ideally this should be done independent of whether mr is setup or not.","setFsRelatedProperties(conf, fs.getScheme().equals("file"),fs);",381,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/itests/util/src/main/java/org/apache/hadoop/hive/ql/QTestUtil.java
"//  This is not modeled as a @Before, because it needs to be parameterized per-test.   If there is a better way to do this, we should do it.","private void initHS2(boolean enableXSRFFilter) throws Exception {",64,0.770949720670391,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestXSRFFilter.java
"//  todo HIVE-5269","return new String((byte[])obj);",178,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/serde/src/java/org/apache/hadoop/hive/serde2/SerDeUtils.java
"//  Make sure null-valued ConfVar properties do not override the Hadoop Configuration   NOTE: Comment out the following test case for now until a better way to test is found,   as this test case cannot be reliably tested. The reason for this is that Hive does   overwrite fs.default.name in HiveConf if the property is set in system properties.   checkHadoopConf(ConfVars.HADOOPFS.varname, "core-site.xml");   checkConfVar(ConfVars.HADOOPFS, null);   checkHiveConf(ConfVars.HADOOPFS.varname, "core-site.xml");","too long.",0,0,0
"//  @deprecated in favour of {@link HCatPartition.#getDatabaseName()}. To be removed in Hive 0.16.","public String getDatabaseName() {",101,0.9392265193370166,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/hcatalog/webhcat/java-client/src/main/java/org/apache/hive/hcatalog/api/HCatAddPartitionDesc.java
"// TODO: due to value 101 this probably should throw an exception","List<String> partitionNames = client.listPartitionNames(DB_NAME, TABLE_NAME,",1124,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/standalone-metastore/src/test/java/org/apache/hadoop/hive/metastore/client/TestListPartitions.java
"//  @deprecated in favour of {@link HCatTable.#getSortCols()}. To be removed in Hive 0.16.","public List<Order> getSortCols() {",189,0.9333333333333333,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/hcatalog/webhcat/java-client/src/main/java/org/apache/hive/hcatalog/api/HCatCreateTableDesc.java
"//  Hmm.. not good,   the only type expected here is STRUCT, which maps to HCatRecord   - anything else is an error. Return null as the inspector.","throw new SerDeException("TypeInfo [" + typeInfo.getTypeName()",74,0.22900763358778625,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/hcatalog/core/src/main/java/org/apache/hive/hcatalog/data/HCatRecordObjectInspectorFactory.java
"//  TODO: should these rather be arrays?","private Map<Integer, String> parentToInput = new HashMap<Integer, String>();",62,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/plan/MapJoinDesc.java
"//  TODO Change all this to be based on a regular interface instead of relying on the Proto service - Exception signatures cannot be controlled without this for the moment.","public class LlapProtocolClientImpl implements LlapProtocolBlockingPB {",46,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/llap-common/src/java/org/apache/hadoop/hive/llap/impl/LlapProtocolClientImpl.java
"//  PolicyChangeListener will be implemented later","}",137,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/itests/hive-unit/src/test/java/org/apache/hive/service/server/TestInformationSchemaWithPrivilege.java
"//  TODO: do we actually need this reader? the caller just extracts child readers.","return StructStreamReader.builder()",2266,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/io/orc/encoded/EncodedTreeReaderFactory.java
"//  TODO HIVE-14042. What is mergeWork, and why is it not part of the regular operator chain.   The mergeMapOp.initialize call further down can block, and will not receive information   about an abort request.","MapWork mergeMapWork = (MapWork) mergeWork;",215,0.6129032258064516,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/exec/tez/MapRecordProcessor.java
"//  TODO HIVE-15163. Handle cases where nodes go down and come back on the same port. Historic information","// can prevent updates from being sent out to the new node.",566,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/llap-tez/src/java/org/apache/hadoop/hive/llap/tezplugins/LlapTaskCommunicator.java
"//  TODO: most protocol exceptions are probably unrecoverable... throw?","caughtException = (TException)t;",234,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/standalone-metastore/src/main/java/org/apache/hadoop/hive/metastore/RetryingMetaStoreClient.java
"//  TODO: do we also need to remove the MapJoin from the list of RS's children?","}",454,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/parse/GenTezWork.java
"//  TODO: why is there a TezSession in MR ExecDriver?","if (ss != null && HiveConf.getVar(job, ConfVars.HIVE_EXECUTION_ENGINE).equals("tez")) {",410,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/exec/mr/ExecDriver.java
"//  Replace INSERT OVERWRITE by MERGE equivalent rewriting.   Here we need to do this complex AST rewriting that generates the same plan   that a MERGE clause would generate because CBO does not support MERGE yet.   TODO: Support MERGE as first class member in CBO to simplify this logic.","too long.",0,0,0
"//  TODO: Current implementation of replication will result in DROP_PARTITION under replication   scope being called per-partition instead of multiple partitions. However, to be robust, we   must still handle the case of multiple partitions in case this assumption changes in the   future. However, if this assumption changes, we will not be very performant if we fetch   each partition one-by-one, and then decide on inspection whether or not this is a candidate   for dropping. Thus, we need a way to push this filter (replicationSpec.allowEventReplacementInto)   to the  metastore to allow it to do drop a partition or not, depending on a Predicate on the   parameter key values.","too long.",0,0,0
"//  TODO: should we pass curr instead of null?","curr = genPostGroupByBodyPlan(groupByOperatorInfo, dest, qb, aliasToOpInfo, null);",6238,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
"//  Really not sure if this should go here.  Will have   to see how the storage mechanism evolves.","if (type.equals(Type.JOB)) {",125,0.7058823529411765,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/hcatalog/webhcat/svr/src/main/java/org/apache/hive/hcatalog/templeton/tool/ZooKeeperStorage.java
"//  TODO Force fs to file://, setup staging dir?        conf.set("fs.defaultFS", "file:///");        conf.set(TezConfiguration.TEZ_AM_STAGING_DIR, "/tmp");","conf.setBoolean("tez.runtime.optimize.local.fetch", true);",864,0.43902439024390244,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/TestAcidOnTez.java
"// todo: why not just use getRootDir()?","assert root.equals(orcSplit.getRootDir()) : "root mismatch: baseDir=" + orcSplit.getRootDir() +",357,0.66,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/io/orc/VectorizedOrcAcidRowBatchReader.java
"//  TODO: lossy conversion!","}",529,0.5542168674698795,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/udf/ptf/ValueBoundaryScanner.java
"//  TODO: remove the copy after ORC-158 and ORC-197","// if (bb.isDirect()) {",546,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/llap-server/src/java/org/apache/hadoop/hive/llap/io/encoded/OrcEncodedDataReader.java
"//  TODO: If the DB name doesn't match with the metadata from dump, then need to rewrite the original and expanded   texts using new DB name. Currently it refers to the source database name.","this.createViewDesc.setViewOriginalText(originalText);",142,0.7530364372469636,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/plan/ImportTableDesc.java
"//  TODO: remove this constructor","}",41,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/service/src/java/org/apache/hive/service/cli/TableSchema.java
"//  TODO: add the ability to extractFileTail to read from multiple buffers?","MemoryBuffer[] tailBufferArray = tailBuffers.getMultipleBuffers();",554,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/llap-server/src/java/org/apache/hadoop/hive/llap/io/encoded/OrcEncodedDataReader.java
"//  TODO : instead of simply restricting by message format, we should eventually   move to a jdbc-driver-stype registering of message format, and picking message   factory per event to decode. For now, however, since all messages have the   same factory, restricting by message format is effectively a guard against   older leftover data that would cause us problems.","too long.",0,0,0
"//  TODO: When hive moves to java8, make updateTimezone() as default method in","// SettableTreeReader so that we can avoid this check.",321,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/llap-server/src/java/org/apache/hadoop/hive/llap/io/decode/OrcEncodedDataConsumer.java
"//  Not strictly necessary, noone will look at it.","if (newCacheData == null) {",304,0.7321428571428571,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/llap/LlapCacheAwareFs.java
"//  2**exponent part is scaling down while 10**scale is scaling up.   Now it's tricky.   unscaledValue = significand * 10**scale / 2**twoScaleDown","short twoScaleDown = (short) -exponent;",393,0.632768361581921,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/common/src/java/org/apache/hadoop/hive/common/type/Decimal128.java
"//  TODO CAT - I am fairly certain that most calls to this are in error.  This should only be   used when the database location is unset, which should never happen except when a   new database is being created.  Once I have confirmation of this change calls of this to   getDatabasePath(), since it does the right thing.  Also, merge this with   determineDatabasePath() as it duplicates much of the logic.","too long.",0,0,0
"//  TODO: Should this be the concern of the mutator?","deleteDeltaIfExists(newPartitionPath, table.getWriteId(), newBucketId);",233,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/hcatalog/streaming/src/java/org/apache/hive/hcatalog/streaming/mutate/worker/MutatorCoordinator.java
"//  TODO: Provide support for reporting errors   This should never happen as server always returns a valid status on success","throw new RuntimeException("SubmissionState in response is expected!");",429,0.5531914893617021,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/llap-tez/src/java/org/apache/hadoop/hive/llap/tezplugins/LlapTaskCommunicator.java
"/*  TODO: ideally, when the splits UDF is made a proper API, coordinator should not   *        be managed as a global. HS2 should create it and then pass it around.  */","private static final LlapCoordinator INSTANCE = new LlapCoordinator();",155,0.6344086021505376,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/llap-client/src/java/org/apache/hadoop/hive/llap/coordinator/LlapCoordinator.java
"//  TODO: convert sqlState, etc.","TStatus tStatus = new TStatus(TStatusCode.ERROR_STATUS);",119,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/service/src/java/org/apache/hive/service/cli/HiveSQLException.java
"//  TODO Include EXTERNAL_PREEMPTION in this list?","// TODO HIVE-16134. Differentiate between EXTERNAL_PREEMPTION_WAITQUEU vs EXTERNAL_PREEMPTION_FINISHABLE?",1211,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/llap-tez/src/java/org/apache/hadoop/hive/llap/tezplugins/LlapTaskSchedulerService.java
"//  To workaround AvroUTF8","// This also gets us around the Enum issue since we just take the value",256,0.6567164179104478,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/serde/src/java/org/apache/hadoop/hive/serde2/avro/AvroDeserializer.java
"//  TODO needs to go in InitializeInput? as part of InputJobInfo","private static HCatSchema getOutputSchema(Configuration conf)",67,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/hcatalog/core/src/main/java/org/apache/hive/hcatalog/mapreduce/HCatBaseInputFormat.java
"//  Note that this logic may drop some of the tables of the database   even if the drop database fail for any reason   TODO: Fix this","List<String> materializedViews = getTables(dbName, ".*", TableType.MATERIALIZED_VIEW);",1032,0.6878980891719745,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/standalone-metastore/src/main/java/org/apache/hadoop/hive/metastore/HiveMetaStoreClient.java
