search_string,predict_under_code,line_no,similarity,filepath
""/**  * A wizard which adjust the threshold for critics. <p> *  * TODO: Make the treshold setting adjustable without using the wizard,  * and make it persistent.  * Maybe by using the ""Configure"" button on the Browse Critics dialog. * * @see org.argouml.uml.cognitive.critics.AbstractCrTooMany * @author mkl * */"","too long.",0,0,0
"// TODO: Better if we wrap in a ProfileException and throw that","LOG.error("Error registering profile " + p.getDisplayName());",300,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/profile/internal/ProfileManagerImpl.java
"// Create our bandbuffer which is just a small slice of the image // TODO: We used a fixed height buffer now, but we could be smarter and // compute a height which would fit in some memory budget, allowing us // to use taller buffers with narrower images, minimizing the overhead // of multiple rendering passes","too long.",0,0,0
"// TODO support iterate declarator","val = new ArrayList<String>();",612,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/profile/internal/ocl/EvaluateExpression.java
""/**     * @return Returns the default stereotype view     * TODO: Enumeration here?     */"","public StereotypeStyle getDefaultStereotypeView() {",365,0.7289719626168224,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/uml/diagram/DiagramSettings.java
"//TODO: How about FigAssociationClass?","if (target instanceof FigEdgeModelElement) {",255,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/ui/StylePanelFig.java
"// TODO: This shouldn't depend on the current project, but for now // just make sure it's defined and that we have an undo manager","Project p = ProjectManager.getManager().getCurrentProject();",76,0.6832298136645962,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/uml/diagram/DiagramUndoManager.java
""/**     * Remove this diagram from existence.     *      * TODO: Move to GEF     */"","public void remove();",181,0.735632183908046,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/uml/diagram/ArgoDiagram.java
"// TODO: This needs to be managing undo on a per-project basis // instead of using GEF's global undo manager","if (UndoManager.getInstance().isGenerateMementos()) {",241,0.7285714285714285,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/kernel/ProjectSettings.java
"// TODO: define constants for magic numbers","FigRect fr = new FigRect(X0, Y0, 160, 200, DEBUG_COLOR, DEBUG_COLOR);",96,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/uml/diagram/activity/ui/FigPartition.java
""/** * This class gives critics access to parts of the UML model of the * design.  It defines a gen() function that returns the ""children"" * of any given part of the UML model.  Basically, it goes from * Project, to Models, to ModelElements.  Argo's critic Agency uses * this to apply critics where appropriate. * * TODO: This thinks it knows all the composition associations of the * the UML metamodel, but it is a) incomplete and b) not updated for * UML 1.4.  This should be done using information from the metamodel * rather than hardwired code. - tfm - 20070205 * * @see org.argouml.cognitive.Agency * @see org.argouml.cognitive.Designer * @author jrobbins */"","too long.",0,0,0
"// TODO: consider inherited associations? // TODO: self loops are double counted","int threshold = getThreshold();",78,0.6981132075471698,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/uml/cognitive/critics/CrTooManyAssoc.java
"// TODO: Multiple associations between the same pair of elements // need to be special cased so that they don't overlap - tfm - 20060228","// self associations are special cases. No need to let the maze",71,0.6586826347305389,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/uml/diagram/static_structure/layout/ClassdiagramAssociationEdge.java
""/**     * Gets the current threshold.     *     * TODO: Should this be protected?     *     * @return The current threshold.     */"","* @param threshold The threshold to compare to.",58,0.4745762711864407,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/uml/cognitive/critics/AbstractCrTooMany.java
"//TODO: There is a cyclic dependency between this class and FigConcurrentRegion","/**",67,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/uml/diagram/ui/ActionAddConcurrentRegion.java
"// TODO: // Move to MMUtil or some other common place and merge with // UMLComboBoxEntry::findNamespace()","private static Object findNamespace(Object phantomNS, Object targetModel) {",296,0.6956521739130435,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/uml/cognitive/critics/WizOperName.java
"// needs more work: sending and receiving icons","if (Model.getFacade().isASignal(value)) {",296,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/application/helpers/ResourceLoaderWrapper.java
""/** * An object tagged as being the owner of a FigEdgeNote. Has knowledge * about the source and destination of the FigEdgeNote. <p> * * The source and destination are ModelElements. * At least one of them is a Comment - but they may be both Comments. * * TODO: There's tons of special case code scattered around ArgoUML for this * one class since it is the only ""owner"" of a FigEdgeModelElement which is not * a UML element.  We should find a way to generalize this.<p> *  * TODO: Issue 3031 requires this class to be replaced by  * a similar mechanism as the n-ary association class:  * the node and the edges shall all have the same owner,  * i.e. the UML Comment object.  *  * @since Jul 17, 2004 * @author jaap.branderhorst@xs4all.nl */"","too long.",0,0,0
"// TODO: Offenders need to be more strongly typed. - tfm 20070630","private volatile ListSet allOffenders;",106,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/cognitive/ToDoList.java
"// if "expression" implements one of the combobox, select it // TODO ? Do it in eUML module project ?","Class<?>[] interfaces = expression.getClass().getInterfaces();",185,0.7669172932330827,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/ui/UMLValueSpecificationPanel.java
""/**     * @return the set of offenders     *     * TODO: The return value needs to be more strongly typed. - tfm - 20070630     */"","public ListSet getOffenders() {",376,0.423728813559322,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/cognitive/ToDoList.java
"// TODO: Do all these classes need to be in their own files? public?","public interface ControlMech  {",51,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/cognitive/ControlMech.java
"// must be overridden to make sense // (I didn't want to make it abstract because it might not be required)","* @param o the given object",1496,0.5,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/uml/diagram/ui/FigNodeModelElement.java
"//TODO: should fire its own event and ProjectBrowser //should register a listener","LOG.debug("single: "",529,0.782608695652174,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/ui/DetailsPane.java
"// TODO: Use default value of appropriate type for TD","tagValue = "";",307,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/uml/ui/TabTaggedValuesModel.java
"// Our superclass no longer has this method, so perhaps this whole // thing should be removed? - tfm  //        super.updateListeners(newOwner);","// TODO: Do nothing until code is reviewed",435,0.6432748538011696,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/uml/diagram/ui/FigMessage.java
"// TODO: // This is actually a hack! Some diagram types // (like the statechart diagrams) access the current // diagram to get some info. This might cause // problems if there's another statechart diagram // active, so I remove the current project, before // loading the new one.","too long.",0,0,0
"// The following is specifically for Realizations // TODO: correction in GEF, it should use InterfaceRealization, not Abstraction","{Abstraction.class, UmlClass.class, Interface.class, null, },",265,0.5548387096774193,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-core-model-mdr/src/org/argouml/model/mdr/UmlFactoryMDRImpl.java
"// TODO: still not used, because in ArgoUML String is "hardwired"","return null;",227,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-core-model-mdr/src/org/argouml/model/mdr/ExtensionMechanismsHelperMDRImpl.java
"// TODO: In UML 2.x a TagDefinition has become a Property on a Stereotype // Anything that uses this will probably need to be reviewed/changed. // Just return Property for now.","return Property.class;",681,0.5825242718446602,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-core-model-euml/src/org/argouml/model/euml/MetaTypesEUMLImpl.java
"// Language must be unique // TODO: do it in the model (if don't use the dialog, and // change the first)","boolean bContinue = true;",426,0.41509433962264153,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/ui/UMLValueSpecificationValueFieldOpaqueExpressionDialog.java
"// TODO: Cyclic dependency between PersistanceManager and here","PersistenceManager.getInstance()",343,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/persistence/XmiFilePersister.java
"// TODO: This should not be an instance variable. It should just be // created and discarded as needed.","private JPopupMenu popupMenu;",89,0.7857142857142857,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/ui/UMLMutableLinkedList.java
"// Check for duplicate name and rename if necessary","int serial = getDiagramCount();",290,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/kernel/ProjectImpl.java
""/**     * Creates a new OCL critic     *      * @param oclConstraint ocl expression     * @param headline headline     * @param description description     * @param moreInfoURL the info url     * @param knowledgeTypes the knowledge types     * @param supportedDecisions the decisions     * @param priority the priority     * @throws InvalidOclException if the ocl is not valid     *      * TODO: Do these need to be Lists or can they be simple Collections?     */"","too long.",0,0,0
"// TODO: why is this inside a block? Forgotten else branch?!? // Question by euluis @ 2009-08-16.","Object temp[] = node.getActualParameterListTail().toArray();",826,0.5405405405405406,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/profile/internal/ocl/EvaluateExpression.java
"// TODO: maybe separate name","if (uri == null) {",219,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/kernel/ProjectImpl.java
"// TODO: A minimal update strategy would be better here to // minimize work and events firing, but it may be better to // deprecate the method and force calls to manage updates // themselves (since they probably usually want to just add // or remove a single element) - tfm 20061108","too long.",0,0,0
"// TODO: What progressMgr is to be used here? Where does //       it come from?","InputSource source =",226,0.8761904761904762,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/persistence/ModelMemberFilePersister.java
""/* TODO: Here we should e.g. show the user a message that         * the loaded project was using a Notation that is not         * currently available and a fall back on the default Notation         * was done. Maybe this can be implemented in the         * PersistenceManager? */"","too long.",0,0,0
""/*     * TODO: This is the same as in parent - remove?     * @see org.argouml.uml.diagram.ui.FigNodeModelElement#updateBounds()     */"","protected void updateBounds() {",296,0.7542857142857143,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-core-diagrams-sequence2/src/org/argouml/sequence2/diagram/FigClassifierRole.java
"// TODO: Move magic number 10 to descriptive constant","minimumHeight = headFig.getMinimumHeight() + 10;",132,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-core-diagrams-sequence2/src/org/argouml/sequence2/diagram/FigClassifierRole.java
"// TODO: Should we handle <<access>> and <<import>> here?","return results;",642,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-core-model-mdr/src/org/argouml/model/mdr/ModelManagementHelperMDRImpl.java
"// TODO: remove when code below in characters() is removed //    private static final String    RETURNSTRING  = "\n      ";","* @see org.xml.sax.ContentHandler#characters(char[], int, int)",276,0.6901408450704225,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/persistence/SAXParserBase.java
"// TODO: This probably needs more qualification - tfm","return handle instanceof Property",1956,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-core-model-euml/src/org/argouml/model/euml/FacadeEUMLImpl.java
"// TODO: This method is obsolete.  Use getInputMap etc as below","panel.registerKeyboardAction(shortcut.getActionInstance(),",398,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/ui/cmd/ShortcutMgr.java
"// TODO: check semantics here - tfm","if (!(handle instanceof InstanceSpecification)) {",2182,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-core-model-euml/src/org/argouml/model/euml/FacadeEUMLImpl.java
"// TODO: Move to GEF","public void remove() {",508,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/uml/diagram/ArgoDiagramImpl.java
"// TODO: Find a way to replace this dependency on Project","Project project = getProject();",366,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/uml/diagram/ui/FigStereotypesGroup.java
"// TODO: this should be a configurable property","private static final int MAX_ROW_WIDTH = 1200;",277,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/uml/diagram/static_structure/layout/ClassdiagramLayouter.java
"// and its stereotypes // TODO: Aren't stereotypes handled elsewhere?","for (Object stereotype",240,0.4810126582278481,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/uml/diagram/static_structure/ui/FigClassifierBox.java
"//TODO: should fire its own event and ProjectBrowser //should register a listener - tfm","LOG.debug("single: "",529,0.7563025210084033,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/ui/DetailsPane.java
"// TODO: Support more than one body/language","if (bodies.size() > 1) {",138,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-core-model-euml/src/org/argouml/model/euml/DataTypesHelperEUMLImpl.java
"// TODO: Remove this old implementation after 0.22 if it's // demonstrated that it's not needed. - tfm","// Why does the text get added to ALL the elements on the stack? - tfm",287,0.7313432835820896,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/persistence/SAXParserBase.java
"// TODO: Can we find a better way to do this than hard coding colour?","setForeground(Color.blue);",90,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/ui/UMLLinkedList.java
"// TODO: There's a cyclic dependency between FigConcurrentRegion and // the actions ActionAddConcurrentRegion","popUpActions.addElement(",190,0.7643312101910829,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/uml/diagram/state/ui/FigConcurrentRegion.java
"//   public Object getGoalInfo(String goal) { //     return _goals.getProperty(goal); //     /* TODO: we need a better representation of goals */ //   }","//   public void setGoalInfo(String goal, String info) {",116,0.4840764331210191,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/cognitive/GoalModel.java
"// local variables - what do they do?","long critiqueStartTime;",299,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/cognitive/Designer.java
"/* TODO: really should be a separate class */","critiquerThread = new Thread(this, "CritiquingThread");",282,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/cognitive/Designer.java
""/**     * A modelelement has been changed.     * Now we give it priority to be checked by the critics ASAP.     *     * TODO: why is is synchronised?     * TODO: what about when objects are first created?     *     * @param dm the design material     * @param reason the reason     */"","too long.",0,0,0
"// TODO: We could generalize this to initialize more stuff if needed","((ArgoDiagram) diagram).setDiagramSettings(getDiagramSettings());",827,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/persistence/PGMLStackParser.java
""/*     * TODO: Why is this here? Who is calling this?     *     * @see java.beans.VetoableChangeListener#vetoableChange(java.beans.PropertyChangeEvent)     */"","public void vetoableChange(PropertyChangeEvent pce) {",234,0.4457831325301205,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/cognitive/critics/ui/TableModelCritics.java
"// TODO: This probably belongs with the Diagram subsystem","/**",41,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/cognitive/Highlightable.java
"// TODO: Change this to use an UndoManager instance per project when // GEF has been enhanced.","private UndoManager undoManager = new DefaultUndoManager(this);",169,0.8444444444444444,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/kernel/ProjectImpl.java
"// hack for to do items only, should check isLeaf(node), but that // includes empty folders. Really I need alwaysLeaf(node).","if ((node instanceof ToDoItem) && !flatChildren.contains(node)) {",167,0.6792452830188679,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/cognitive/ui/ToDoPerspective.java
"/* TODO: Why was this next line in the code so long? */","//        uri = PersistenceManager.getInstance().fixUriExtension(theProjectUri);",182,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/kernel/ProjectImpl.java
"// This method has insufficient information to call buildExtensionPoint. // Thus we'll need to create one, and pray that whomever called us knows // what kind of mess they got.","Object ep =",148,0.6066350710900474,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/notation/providers/uml/ExtensionPointNotationUml.java
"// TODO: Do we need to set the input encoding here? It was // done for ToDo parsing, but none of the other member types // InputSource inputSource = new InputSource( // new InputStreamReader(inputStream, Argo // .getEncoding()));","getClass().getResource(modelPath).toExternalForm());",107,0.329004329004329,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-core-model-mdr/tests/org/argouml/model/mdr/TestReadCompressedFilesAndHref.java
"// TODO: Why is this not executed?  Remove if not needed - tfm","if (true) {",260,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/persistence/ProfileConfigurationFilePersister.java
""/**     * Loads a project displaying a nice ProgressMonitor     *     * @param file      the project to be opened     * @param showUI    whether to show the GUI or not     *     * TODO: This needs to be refactored to be GUI independent - tfm     */"","* @param overwrite if true, the file is going to be overwritten",1254,0.4074074074074074,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/ui/ProjectBrowser.java
"// TODO: This doesn't belong here, but it's not a good time // to move it.  Find someplace less obtrusive than this // inner loop. - tfm","if (o instanceof CompositeState) {",1401,0.6114649681528662,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-core-model-mdr/src/org/argouml/model/mdr/UmlFactoryMDRImpl.java
"// TODO asArgument??","if (feature.equals("clientDependency")) {",514,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/profile/internal/ocl/uml14/ModelAccessModelInterpreter.java
"// TODO: What does the magic number 6000 represent here? // Put it in an explanatory literal! - tfm - 20071205","if ((res.width + res.x) > 6000) {",405,0.6861313868613139,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/argouml-app/src/org/argouml/ui/StylePanelFig.java
