search_string,predict_under_code,line_no,similarity,filepath
"/*    * Checks whether a given url is in a valid format.   *   * The current uri format is: jdbc:hive://[host[:port]]   *   * jdbc:hive:// - run in embedded mode jdbc:hive://localhost - connect to   * localhost default port (10000) jdbc:hive://localhost:5050 - connect to   * localhost port 5050   *   * TODO: - write a better regex. - decide on uri format    */","too long.",0,0,0
"//  Don't fail -- would be better to actually compute a range of [90,+inf)","Object result = nodeOutput.get(node);",418,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/accumulo-handler/src/test/org/apache/hadoop/hive/accumulo/predicate/TestAccumuloRangeGenerator.java
"// todo: is this pre or post upgrade?  todo: can different tables be in different FileSystems?","None",None,None,None
"//  Bloating partinfo with inputJobInfo is not good","return new PartInfo(schema, storageHandler, sd.getLocation(),",167,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/hcatalog/core/src/main/java/org/apache/hive/hcatalog/mapreduce/InitializeInput.java
"//  We do not need to generate the QB again, but rather we use it directly","cboCtx.nodeOfInterest = (ASTNode) subq.getChild(0);",644,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/parse/CalcitePlanner.java
"//  TODO: ideally we'd register TezCounters here, but it seems impossible before registerTask.","WmFragmentCounters wmCounters = new WmFragmentCounters();",271,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/ContainerRunnerImpl.java
"//  TODO: We have a cache for Table objects in SemanticAnalyzer::getTableObjectByName()   We need to move that cache elsewhere and use it from places like this.","parentTab = Hive.get().getTable(parentDatabaseName, parentTableName);",254,0.7272727272727273,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/RelOptHiveTable.java
"//  TODO Change the indexCache to be a guava loading cache, rather than a custom implementation.","private final IndexCache indexCache;",606,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/llap-server/src/java/org/apache/hadoop/hive/llap/shufflehandler/ShuffleHandler.java
"//  todo: fix comment as of HIVE-14988","(desiredLock.txnId == 0 &&  desiredLock.extLockId == existingLock.extLockId);",3997,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/standalone-metastore/src/main/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java
"//  TODO: some SessionState internals are not thread safe. The compile-time internals are synced         via session-scope or global compile lock. The run-time internals work by magic!         They probably work because races are relatively unlikely and few tools run parallel         queries from the same session.         1) OperationState should be refactored out of SessionState, and made thread-local.","too long.",0,0,0
"//  FIXME extract the right info type","TGetInfoReq req = new TGetInfoReq(sessionHandle.toTSessionHandle(), infoType.toTGetInfoType());",170,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/service/src/java/org/apache/hive/service/cli/thrift/ThriftCLIServiceClient.java
"//  TODO: should this be configurable via annotation or extending @RunWith annotation?","static final int DEFAULT_RETRY_COUNT = 2; // test is executed 3 times in worst case 1 original + 2 retries",36,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/common/src/test/org/apache/hive/common/util/RetryTestRunner.java
"//  Needs more explanation here   Xmx is not the max heap value in JDK8. You need to subtract 50% of the survivor fraction   from this, to get actual usable memory before it goes into GC","xmx = options.getXmx();",293,0.30057803468208094,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/llap-server/src/java/org/apache/hadoop/hive/llap/cli/LlapServiceDriver.java
"//  TODO: in union20.q the tab alias is not properly propagated down the   operator tree. This happens when UNION ALL is used as sub query. Hence, even   if column statistics are available, the tab alias will be null which will fail   to get proper column statistics. For now assume, worst case in which   denominator is 2.","too long.",0,0,0
"//  Optional feature not implemented","}",991,0.5688073394495413,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/jdbc/src/java/org/apache/hive/jdbc/HiveConnection.java
"//  TODO, we don't support this, but we should, since users may create an empty partition and   then load data into it.","* @param addPrimaryKeyEvent add primary key event",511,0.8888888888888888,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/hcatalog/server-extensions/src/main/java/org/apache/hive/hcatalog/listener/DbNotificationListener.java
"//  TODO: backward compat for Hive <= 0.12. Can be removed later.","if (te.getType() != TApplicationException.UNKNOWN_METHOD",1337,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/standalone-metastore/src/test/java/org/apache/hadoop/hive/metastore/HiveMetaStoreClientPreCatalog.java
"//  @deprecated in favour of {@link HCatTable.#storageHandler(String)}. To be removed in Hive 0.16.","public Builder storageHandler(String storageHandler) throws HCatException {",298,0.9398907103825137,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/hcatalog/webhcat/java-client/src/main/java/org/apache/hive/hcatalog/api/HCatCreateTableDesc.java
"//  FIXME : implement consolidateEvent(..) similar to dumpEvent(ev,evRoot)","}",258,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/exec/repl/ReplDumpTask.java
"//  TODO: Support checking multiple child operators to merge further.","discardableInputOps.addAll(gatherDPPBranchOps(pctx, optimizerCache, discardableOps));",759,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/optimizer/SharedWorkOptimizer.java
"//  According to calcite, it is going to be removed before Calcite-2.0   TODO: to handle CorrelationId","return HiveJoin.getJoin(left.getCluster(), left, right, condition, joinType);",155,0.8169014084507042,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/HiveRelFactories.java
"//  TODO: if there's versioning/etc., it will come in here. For now we rely on external         locking or ordering of calls. This should potentially return a Future for that.","if (current.resourcePlanToApply != null) {",1324,0.6794258373205742,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/exec/tez/WorkloadManager.java
"// todo: should this be done for MM?  is it ok to use CombineHiveInputFormat with MM?","checkAcidConstraints(qb, table_desc, dest_tab);",7307,0.9927007299270073,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
"//  Settings borrowed from TestJdbcWithMiniHS2","conf.setBoolVar(ConfVars.HIVE_SUPPORT_CONCURRENCY, false);",106,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/TestWarehouseExternalDir.java
"//  Used for sending notifications about a vertex completed. For canFinish","// Can be converted to a Tez event, if this is sufficient to decide on pre-emption",194,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/llap-tez/src/java/org/apache/hadoop/hive/llap/tezplugins/helpers/SourceStateTracker.java
"//  which should be interpreted in Instant semantics","AvroGenericRecordWritable agrw2 = new AvroGenericRecordWritable();",310,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/serde/src/test/org/apache/hadoop/hive/serde2/avro/TestAvroDeserializer.java
"//  Unwrap the bag.","DataBag pigBag = (DataBag) pigObj;",342,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/hcatalog/hcatalog-pig-adapter/src/main/java/org/apache/hive/hcatalog/pig/HCatBaseStorer.java
"//  Initialize dfs","HttpClient httpClient = mock(HttpClient.class);",703,0.8888888888888888,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/druid-handler/src/test/org/apache/hadoop/hive/druid/serde/TestDruidSerDe.java
"//  Piggybacking in Import logic for now","TableHandler tableHandler = new TableHandler();",38,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/parse/repl/load/message/InsertHandler.java
"//  This version of Hadoop does not support FileSystem.access().","}",906,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/shims/0.23/src/main/java/org/apache/hadoop/hive/shims/Hadoop23Shims.java
"//  Go over the associated fields and look up the dependencies","// by position in the row schema of the filesink operator.",105,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/session/LineageState.java
"/*          * Single-Column Long specific repeated lookup.          */","JoinUtil.JoinResult joinResult;",224,0.9534883720930233,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinOuterLongOperator.java
"//  If all BigTable input columns to key expressions are isRepeating, then   calculate key once; lookup once.","boolean allKeyInputColumnsRepeating;",188,0.8157894736842105,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinInnerBigOnlyMultiKeyOperator.java
"// JDK 1.7","throw new SQLFeatureNotSupportedException("Method not supported");",175,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/jdbc/src/java/org/apache/hive/jdbc/HiveDriver.java
"//  Don't fail the query just because of any lineage issue.","log("Failed to log lineage graph, query is not affected\n"",229,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/hooks/LineageLogger.java
"//  This shouldn't really happen on a byte array.","throw new RuntimeException(e);",507,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/llap-tez/src/java/org/apache/hadoop/hive/llap/tezplugins/LlapTaskSchedulerService.java
"//  add new filter op","List<Operator<? extends OperatorDesc>> originalChilren = op",927,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/ppd/OpProcFactory.java
"// execute in sync mode","opHandle = executeStatementInternal(cmd_trimed, null, false, 0);",223,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/service/src/java/org/apache/hive/service/cli/session/HiveSessionImpl.java
"//  add plugin module jars on demand","// jobConf will hold all the configuration for hadoop, tez, and hive",198,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/exec/spark/LocalHiveSparkClient.java
"//    <Cleanup> <VectorExprArgType>","private void generateColumnUnaryFunc(String[] tdesc) throws Exception {",2309,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/vector-code-gen/src/org/apache/hadoop/hive/tools/GenVectorCode.java
"//  Update the lastInputFile with the currentInputFile.","lastInputPath = currentInputPath;",95,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/exec/mr/ExecMapperContext.java
"//  attach the predicate and group by to the return clause","return predPresent ? whereClause.append(groupByClause) : groupByClause;",178,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/parse/ColumnStatsSemanticAnalyzer.java
"//  SORT_COLS","return SORT_COLS;",117,0.7857142857142857,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/standalone-metastore/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/StorageDescriptor.java
"// SqlStdOperatorTable.COUNT,","oldCall.isDistinct(),",308,0.5283018867924528,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveAggregateReduceFunctionsRule.java
"//  This should just generate one strategy with splits for base and insert_deltas.","fs = new MockFileSystem(conf,",714,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestInputOutputFormat.java
"//  The following 2 methods are for java serialization use only.","public void setTypeName(String typeName) {",78,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/serde/src/java/org/apache/hadoop/hive/serde2/typeinfo/PrimitiveTypeInfo.java
"//  normal case, convert all parameters","for (int i = 0; i < methodParameterTypes.length; i++) {",433,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFUtils.java
"//  Thread to generate the separate rows beside the normal thread.","private Thread separateRowGenerator;",168,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/test/org/apache/hadoop/hive/ql/exec/spark/TestHiveKVResultCache.java
"//  -1 day 10 hrs 11 mins 172800 secs = -1 day 10 hrs 11 mins + 2 days = 1 day 10 hrs 11 mins","assertEquals(HiveIntervalDayTime.valueOf("1 10:11:0"),",172,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/common/src/test/org/apache/hadoop/hive/common/type/TestHiveIntervalDayTime.java
"//  only second stripes will satisfy condition and hence single split","assertEquals(1, splits.length);",386,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestOrcSplitElimination.java
"//  How much we can write to current write buffer, out of what we need.","int toWrite = Math.min(toRead, wbSize - writePos.offset);",421,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/serde/src/java/org/apache/hadoop/hive/serde2/WriteBuffers.java
"// -----------------------------------------------------------------------------------------------   Comparison methods.  -----------------------------------------------------------------------------------------------","too long.",0,0,0
"//  given a subquery it checks to see what is the aggegate function","/// if COUNT returns true since COUNT produces 0 on empty result set",145,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveSubQueryRemoveRule.java
"/*    * number of rows received.    */","int numRowsReceived;",50,0.9166666666666666,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/exec/PTFRollingPartition.java
"// llap IO summary","if (HiveConf.getBoolVar(hiveConf, HiveConf.ConfVars.LLAP_IO_ENABLED, false)) {",430,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/exec/tez/monitoring/TezJobMonitor.java
"//  metadata","// the metadata system.",166,0.3508771929824561,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveAggregateJoinTransposeRule.java
"//  If the predicate is on a numeric column, and it specifies an   open range e.g. key < 20 , we do not support conversion, as negative   values are lexicographically stored after positive values and thus they   would be returned.","if (scSize == 2) {",430,0.4340425531914894,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/hbase-handler/src/java/org/apache/hadoop/hive/hbase/HBaseStorageHandler.java
"//  submit few queries","try {",140,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/service/src/test/org/apache/hive/service/cli/TestRetryingThriftCLIServiceClient.java
"// however, allow the partition comments to change","boolean partKeysPartiallyEqual = checkPartialPartKeysEqual(oldt.getPartitionKeys(),",173,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/standalone-metastore/src/main/java/org/apache/hadoop/hive/metastore/HiveAlterHandler.java
"//  Add spark.hadoop prefix for yarn properties as SparkConf only accept properties   started with spark prefix, Spark would remove spark.hadoop prefix lately and add   it to its hadoop configuration.","sparkConf.put("spark.hadoop." + propertyName, value);",175,0.5966386554621849,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/exec/spark/HiveSparkClientFactory.java
"//  Only fetch the table if we actually have a listener","Table table = null;",4853,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/standalone-metastore/src/main/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java
"//  worst case","// sparse map.",113,0.30985915492957744,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/standalone-metastore/src/main/java/org/apache/hadoop/hive/common/ndv/hll/HyperLogLog.java
"//  Technically, for ifNotExists case, we could insert one and discard the other   because the first one now "exists", but it seems better to report the problem   upstream as such a command doesn't make sense.","throw new MetaException("Duplicate partitions in the list: " + part);",3421,0.5654008438818565,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/standalone-metastore/src/main/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java
"//  key * 265","key = key ^ (key >>> 14);",3989,0.391304347826087,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/storage-api/src/java/org/apache/hadoop/hive/common/type/FastHiveDecimalImpl.java
"//  Buddy block is free and in the same free list we have locked. Take it out for merge.","removeBlockFromFreeList(freeList, bHeaderIx, freeListIx);",1388,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/llap-server/src/java/org/apache/hadoop/hive/llap/cache/BuddyAllocator.java
"//  Now that we have made sure that the argument is of primitive type, we can get the primitive   category","PrimitiveCategory primitiveCategory = ((PrimitiveObjectInspector) arguments[i])",145,0.95,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFTranslate.java
"//  Interrupted.","}",72,0.8,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/llap-server/src/java/org/apache/hadoop/hive/llap/cache/CacheContentsTracker.java
"//  return size","prot.readFieldBegin();",375,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/serde/src/test/org/apache/hadoop/hive/serde2/TestTCTLSeparatedProtocol.java
"//    Rewrite the above plan:     CorrelateRel(left correlation, condition = true)     LeftInputRel     Project-A (a RexNode)       Aggregate (groupby(0), agg0(), agg1()...)         Project-B (references coVar)           RightInputRel (no correlated reference)","//       Project-B (may reference coVar)",2582,0.2009132420091324,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveRelDecorrelator.java
"//  number n of elements   average of x elements   average of y elements   n times the covariance","None",None,None,None
"// it happens when using -f and the line of cmds does not end with ;","break;",1101,0.8688524590163934,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/beeline/src/java/org/apache/hive/beeline/Commands.java
"//  Make sure zero trimming doesn't extend into the integer digits.","//---------------------------------------------------",1094,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/storage-api/src/test/org/apache/hadoop/hive/common/type/TestHiveDecimal.java
"//  traverse all the joins and convert them if necessary","if (pactx.getJoinOps() != null) {",672,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/optimizer/MapJoinProcessor.java
"//  rc will be 1 at this point indicating failure.","} finally {",285,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezTask.java
"// 'state' should not be null - future proofing","sb.append(state == null ? "N" : state);",657,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/hcatalog/streaming/src/java/org/apache/hive/hcatalog/streaming/HiveEndPoint.java
"// link lockId to queryId","LOG.info("Response to queryId=" + queryId + " " + res);",104,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/lockmgr/DbLockManager.java
"//  replace each of the position alias in ORDERBY with the actual column","if (ref != null && ref.getToken().getType() == HiveParser.Number) {",3819,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/parse/CalcitePlanner.java
"// do nothing by default","@Override",860,0.7096774193548387,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/druid-handler/src/java/org/apache/hadoop/hive/druid/DruidStorageHandler.java
"//  Note: this sets LoadFileType incorrectly for ACID; is that relevant for import?         See setLoadFileType and setIsAcidIow calls elsewhere for an example.","LoadTableDesc loadTableWork = new LoadTableDesc(moveTaskSrc, Utilities.getTableDesc(table),",526,0.7,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/parse/ImportSemanticAnalyzer.java
"//  Describe how to serialize data out to user script","private TableDesc scriptInputInfo;",41,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/ql/src/java/org/apache/hadoop/hive/ql/plan/ScriptDesc.java
"//  two dots??","throw new NumberFormatException("Invalid string:"",685,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/common/src/java/org/apache/hadoop/hive/common/type/Decimal128.java
