search_string,predict_under_code,line_no,similarity,filepath
"//these are pathological cases, but retained in case somebody //subclassed us.","return false;",447,0.8760330578512396,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/SignJar.java
""/*                 * This is a rather hairy case.                 *                 * One of our subclasses knows that we need to update the                 * archive, but at the same time, there are no resources                 * known to us that would need to be added.  Only the                 * subclass seems to know what's going on.                 *                 * This happens if <jar> detects that the manifest has changed,                 * for example.  The manifest is not part of any resources                 * because of our support for inline <manifest>s.                 *                 * If we invoke createEmptyZip like Ant 1.5.2 did,                 * we'll loose all stuff that has been in the original                 * archive (bugzilla report 17780).                 */"","too long.",0,0,0
"// This is deprecated - use classespath in the future","String[] sP = getSourcespath().list();",614,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/optional/jdepend/JDependTask.java
"//XXX  this array stuff is a remnant of prev trials.. gotta remove.","args[j++] = "-d";",149,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/optional/jsp/WLJspc.java
""/**     * Set the number of milliseconds leeway to give before deciding a     * target is out of date.     * TODO: This is not yet used.     * @param granularity the granularity used to decide if a target is out of     *                    date.     */"","public void setGranularity(long granularity) {",120,0.484304932735426,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/CopyPath.java
"// This may change, if we add advanced parsing capabilities.","parseStandardOutput(reader);",157,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/JikesOutputParser.java
"// We assume, that every output, jikes does, stands for an error/warning // XXX // Is this correct?","// TODO:",123,0.8531468531468531,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/JikesOutputParser.java
"// The line below is a hack: the system id must an URI, but it is not // cleat to get the URI of an resource, so just set the name of the // resource as a system id","src.setSystemId(resourceToURI(resource));",266,0.5921787709497207,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/optional/TraXLiaison.java
"// XXX what is the following doing? //     should it run if !javadoc4 && executable != null?","if (javadoc4 && sourceFileName.indexOf(" ") > -1) {",2028,0.5742574257425742,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/Javadoc.java
"// MAC OS 9 and previous //TODO: I have no idea how to get it, someone must fix it","return null;",245,0.4578313253012048,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/Execute.java
"//TODO: nothing appears to read this but is set using a public setter.","private boolean spawn = false;",67,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/Execute.java
"// XXX - we are committing CombiningChar and Extender here","if (!Character.isLetterOrDigit(c)",422,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/AntStructure.java
""/*                 * XXX - failed to load the class properly.                 *                 * should we print a warning here?                 */"","return;",277,0.6666666666666666,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/AntStructure.java
"// XXX could perhaps also call thread.stop(); not sure if anyone cares","throw e;",191,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/ExecuteJava.java
""/**         * XXX         * Perhaps we shouldn't use properties for these         * three options (emacs mode, warnings and pedantic),         * but include it in the javac directive?         */"","* Jikes has the nice feature to print error",137,0.47337278106508873,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/compilers/Jikes.java
"// XXX maybe use reflection to addPathElement (other patterns ?)","if (obj != null && !(obj instanceof AntClassLoader)) {",180,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/Classloader.java
"// TODO there is a problem with the constructor for the RBC. // you have to provide the rules in the constructors - no setters // available.","throw new BuildException("RuleBasedCollator not yet supported.");",359,0.6012269938650306,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/types/selectors/modifiedselector/ModifiedSelector.java
"// probably not the best choice, but it solves the problem of // relative paths in CLASSPATH","path = path.replace('\\', '/');",1092,0.3111111111111111,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/proposal/embed/src/java/org/apache/tools/ant/helper/ProjectHelperImpl2.java
"// Fix for invalid characters. If you think of more add to the list.","StringBuffer modifiedClassName = new StringBuffer(className.length());",83,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/optional/jsp/JspNameMangler.java
""/*             * fallback in case we have trouble loading the class or             * don't know how to handle it (there is no easy way to             * know what IDL mode would generate.             *             * This is supposed to make Ant always recompile the             * class, as a file of that name should not exist.             */"","too long.",0,0,0
"// Check it out; also ugly.","// Change the item to be checked out to a StarTeam File.",561,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/optional/scm/AntStarTeamCheckOut.java
"//I can't get my head around this; is encoding treatment needed here?","return",156,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/types/resources/StringResource.java
"//quick & dirty, to make nested mapped p-sets work:","for (Enumeration e = setRefs.elements(); e.hasMoreElements();) {",287,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/types/PropertySet.java
"// XXX is this code still necessary? is there any 1.2+ port? // Pull in *.zip from packages directory","FileSet msZipFiles = new FileSet();",587,0.7424242424242424,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/types/Path.java
"// only: the developer knows what (s)he is doing","result.addExisting(p, true);",542,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/types/Path.java
"// XXX Unfortunately JDK1.2 adds entrySet(), keySet(), values() - // implementing this requires a small hack, we can add it later.","None",None,None,None
"// first: developer could use a little help","result.addExisting(p, true);",546,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/types/Path.java
"// XXX     should we silently catch possible exceptions and try to //         load a different implementation?","Throwable cause = null;",70,0.7703703703703704,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/util/regexp/RegexpMatcherFactory.java
"// since Java 1.4 //return normalizedPath.split("/"); // workaround for Java 1.2-1.3","Object[] tokens = StringUtils.split(normalizedPath, '/').toArray();",1456,0.3181818181818182,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/util/FileUtils.java
"// HAMMER // end inline mainGTU","fmap[j] = v;",1578,0.8181818181818182,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/bzip2/CBZip2OutputStream.java
""/**     * This array really shouldn't be here.     * Again, for historical purposes it is.     *     * <p>FIXME: This array should be in a private or package private     * location, since it could be modified by malicious code.</p>     */"","int[] rNums = {",49,0.3047619047619048,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/bzip2/BZip2Constants.java
"// Should move to a separate public class - and have API to add // listeners, etc.","private static class AntRefTable extends Hashtable {",2312,0.8620689655172413,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/Project.java
"// "" should become a single empty argument, same for '' // PR 5906","s = Commandline.translateCommandline("\"\" a");",81,0.92,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/tests/junit/org/apache/tools/ant/types/CommandlineTest.java
"// not very nice but will do the job","fail("process interrupted in thread");",133,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/tests/junit/org/apache/tools/ant/taskdefs/ExecuteWatchdogTest.java
"// provide public visibility","public String resolveFile(String file) {",781,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/tests/junit/org/apache/tools/ant/taskdefs/optional/net/FTPTest.java
"// not used, but public so theoretically must remain for BC?","public void assertEqualContent(File expect, File result)",190,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/tests/junit/org/apache/tools/ant/taskdefs/FixCrLfTest.java
"// super.validateAttributes(); // don't want to call this method","if (propertyFile != null) {",476,0.5454545454545454,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/Replace.java
"// XXX what is this for?","}",103,0.7916666666666666,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/tests/junit/org/apache/tools/ant/taskdefs/InputTest.java
"// We keep this, so we have something to delete in later tests :-)","}",61,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/tests/junit/org/apache/tools/ant/taskdefs/CopydirTest.java
"// *************  copied from ConcatTest  *************","// ------------------------------------------------------",178,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/tests/junit/org/apache/tools/ant/taskdefs/StyleTest.java
"// not sure whether this is clean, but this method is // declared not to throw exceptions.","throw new IllegalStateException("Could not convert URI to path: "",216,0.7350427350427351,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/launch/Locator.java
"// We just set the prefix for this fileset, and pass it up. // Do we need to do this? LH","fs.setPrefix("META-INF/");",360,0.8173913043478261,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/Jar.java
"//why do we do nothing?","/**",184,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/optional/ssh/SSHUserInfo.java
"// // We have to deal with assembly!!! // The programmer can be writing little 32 byte chunks for all // we know, and we must assemble complete records for writing. // REVIEW Maybe this should be in TarBuffer? Could that help to // eliminate some of the buffer copying. //","too long.",0,0,0
"// This is the new, better way - use classespath instead // of sourcespath.  The code is currently the same - you // need class files in a directory to use this or jar files.","String[] cP = getClassespath().list();",474,0.4972972972972973,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/optional/jdepend/JDependTask.java
"// XXX - why not simply new File(dir, filename)?","File file = getProject().resolveFile(new File(dir, filename).getPath());",1967,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/optional/net/FTP.java
"// This is ugly; checking for the root folder.","Folder f = v.getRootFolder();",324,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/optional/scm/AntStarTeamCheckOut.java
"//TODO: Parameterise ?? //Call compiler as class... dont want to fork again //Use classic compiler -- can be parameterised?","args[j++] =  "-compilerclass";",155,0.581081081081081,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/optional/jsp/WLJspc.java
"//XXX // All this to get package according to weblogic standards // Can be written better... this is too hacky! // Careful.. similar code in scanDir , but slightly different!!","String filename = (String) filesToDo.elementAt(i);",170,0.5025641025641026,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/optional/jsp/WLJspc.java
"//stolen from writeManifest","super.zipFile(service.getAsStream(), zOut,",398,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/Jar.java
""/* If the jarfile already exists then whack it and recreate it.             * Should probably think of a more elegant way to handle this             * so that in case of errors we don't leave people worse off             * than when we started =)             */"","if (jarfile.exists()) {",774,0.4642857142857143,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/optional/ejb/GenericDeploymentTool.java
"// XXX is the following really necessary? it is in the same thread group...","project.registerThreadTask(thread, currentThreadTask);",157,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/ExecuteJava.java
"// we have to find a cleaner way to put this output","}",610,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/optional/jdepend/JDependTask.java
"// This is the old way and is deprecated - classespath is // the right way to do this and is above","String[] sP = getSourcespath().list();",503,0.7479674796747967,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/optional/jdepend/JDependTask.java
"// For Script example that modifies id'ed tasks in other // targets to work. *very* Ugly // The reference is replaced by RuntimeConfigurable","this.getOwningTarget().replaceChild(this, (Task)realThing);",153,0.5521472392638037,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/proposal/embed/src/java/org/apache/tools/ant/UnknownElement2.java
"// don't call super.close() because that reader is used // on other places ...","if (appendReader != null) {",114,0.8392857142857143,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/filters/ConcatFilter.java
"// report error if something weird happens...this is diagnostic.","if (error != null) {",435,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/Diagnostics.java
"// sorry - otherwise we will get a ClassCastException because the MockCache // is loaded by two different classloader ...","sel.setClassLoader(this.getClass().getClassLoader());",256,0.7710843373493976,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/tests/junit/org/apache/tools/ant/types/selectors/ModifiedSelectorTest.java
"// ***HACK*** We ask the VM to create an instance // by voluntarily providing illegal arguments to force // the VM to run the class' static initializer, while // at the same time not running a valid constructor.","final Constructor[] cons = theClass.getDeclaredConstructors();",583,0.37383177570093457,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/AntClassLoader.java
"// Singleton for now, it may change ( per/classloader )","return singleton;",99,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/proposal/embed/src/java/org/apache/tools/ant/ProjectComponentHelper.java
"// XXX - shouldn't this always return false in isolated mode?","boolean useParentFirst = parentFirst;",851,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/AntClassLoader.java
"//TO DO : delete the file if it is not a valid file.","String msg = "Exception while calling " + VERIFY + " Details: "",349,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/optional/ejb/BorlandDeploymentTool.java
""/** * TODO: * comment field doesn't include all options yet */"","* Performs a ClearCase Unlock command.",28,0.8602150537634409,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/optional/clearcase/CCUnlock.java
""/**     * This method checks the timestamp on each file listed in the <code>     * ejbFiles</code> and compares them to the timestamp on the <code>jarFile     * </code>.  If the <code>jarFile</code>'s timestamp is more recent than     * each EJB file, <code>true</code> is returned.  Otherwise, <code>false     * </code> is returned.     * TODO: find a way to check the manifest-file, that is found by naming convention     *     * @param ejbFiles Hashtable of EJB classes (and other) files that will be     *                 added to the completed JAR file     * @param jarFile  JAR file which will contain all of the EJB classes (and     *                 other) files     * @return         boolean indicating whether or not the <code>jarFile</code>     *                 is up to date     */"","too long.",0,0,0
"// Have to think about lazy initialization here...  JHM // comparator = new java.text.RuleBasedCollator();","} else {",363,0.6666666666666666,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/types/selectors/modifiedselector/ModifiedSelector.java
"//TODO no methods yet for getClassname //TODO no method for newInstance using a reverse-classloader","None",None,None,None
""/*     * The displayName variable stores the value of the ""display-name"" element     * from the standard EJB descriptor.  As a future enhancement to this task,     * we may determine the name of the EJB JAR file using this display-name,     * but this has not be implemented yet.     */"","too long.",0,0,0
""/** * An output stream that compresses into the BZip2 format (without the file * header chars) into another stream. * <p>The compression requires large amounts of memory. Thus you * should call the {@link #close() close()} method as soon as * possible, to force <tt>CBZip2OutputStream</tt> to release the * allocated memory.</p> * * <p>You can shrink the amount of allocated memory and maybe raise * the compression speed by choosing a lower blocksize, which in turn * may cause a lower compression ratio.  You can avoid unnecessary * memory allocation by avoiding using a blocksize which is bigger * than the size of the input. </p> * * <p>You can compute the memory usage for compressing by the * following formula:</p> * <pre> * <code>400k + (9 * blocksize)</code>. * </pre> *  * <p>To get the memory required for decompression by {@link * CBZip2InputStream CBZip2InputStream} use</p> * <pre> * <code>65k + (5 * blocksize)</code>. * </pre> * * <table width=""100%"" border=""1""> *  <colgroup> *    <col width=""33%"" /> *    <col width=""33%"" /> *    <col width=""33%"" /> *  </colgroup> *  <tr> *    <th colspan=""3"">Memory usage by blocksize</th> *  </tr><tr> *    <th align=""right"">Blocksize</th> *    <th align=""right"">Compression<br>memory usage</th> *    <th align=""right"">Decompression<br>memory usage</th> *  </tr><tr> *    <td align=""right"">100k</td> *    <td align=""right"">1300k</td> *    <td align=""right""> 565k</td> *  </tr><tr> *    <td align=""right"">200k</td> *    <td align=""right"">2200k</td> *    <td align=""right"">1065k</td> *  </tr><tr> *    <td align=""right"">300k</td> *    <td align=""right"">3100k</td> *    <td align=""right"">1565k</td> *  </tr><tr> *    <td align=""right"">400k</td> *    <td align=""right"">4000k</td> *    <td align=""right"">2065k</td> *  </tr><tr> *    <td align=""right"">500k</td> *    <td align=""right"">4900k</td> *    <td align=""right"">2565k</td> *  </tr><tr> *    <td align=""right"">600k</td> *    <td align=""right"">5800k</td> *    <td align=""right"">3065k</td> *  </tr><tr> *    <td align=""right"">700k</td> *    <td align=""right"">6700k</td> *    <td align=""right"">3565k</td> *  </tr><tr> *    <td align=""right"">800k</td> *    <td align=""right"">7600k</td> *    <td align=""right"">4065k</td> *  </tr><tr> *    <td align=""right"">900k</td> *    <td align=""right"">8500k</td> *    <td align=""right"">4565k</td> *  </tr> * </table> * * <p>For decompression <tt>CBZip2InputStream</tt> allocates less * memory if the bzipped input is smaller than one block.</p> * * <p>Instances of this class are not threadsafe.</p> * * <p> * TODO:    Update to BZip2 1.0.1 * </p> * */"","too long.",0,0,0
"// XXX - log an error?  throw an exception?","}",308,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/Jar.java
"// TODO: allow user to request the system or no parent","if (parent == null) {",198,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/Classloader.java
"//if there was any text before this, add it as a fragment //TODO, this check could be modified to go if pos>prev; //seems like this current version could stick empty strings //into the list","if (pos > 0) {",578,0.45544554455445546,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/proposal/embed/src/java/org/apache/tools/ant/PropertyHelper.java
"// XXX add exceptions","} catch (Exception ex) {",235,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/main/org/apache/tools/ant/taskdefs/Classloader.java
"// test a process that runs and failed","public void testFailed() throws Exception {",114,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/tests/junit/org/apache/tools/ant/taskdefs/ExecuteWatchdogTest.java
"// ignore","}",238,0.8,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/proposal/embed/src/java/org/apache/tools/ant/helper/ProjectHelperImpl2.java
"// process should abort","watchdog.start(process);",116,0.5714285714285714,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/tests/junit/org/apache/tools/ant/taskdefs/ExecuteWatchdogTest.java
